Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Zalando,2025-11-10,34.3,15.0,50.7,Kurzfristige Tendenz,34.3,20.0,45.7,Mittelfristige Tendenz,28.6,-0.48,-14.61,16.4,11.4
MTU Aero Engines,2025-11-10,49.6,15.0,35.4,Kurzfristige Tendenz,39.6,20.0,40.4,Mittelfristige Tendenz,39.2,-0.41,-4.04,14.2,0.8
Airbus,2025-11-10,49.6,15.0,35.4,Kurzfristige Tendenz,59.6,20.0,20.4,Mittelfristige Tendenz,59.2,-1.08,1.54,14.2,39.2
Bayer,2025-11-10,35.7,15.0,49.3,Kurzfristige Tendenz,35.7,20.0,44.3,Mittelfristige Tendenz,31.5,-1.63,-3.78,13.5,8.5
Merck,2025-11-10,37.2,15.0,47.8,Kurzfristige Tendenz,37.2,20.0,42.8,Mittelfristige Tendenz,34.4,-2.31,-4.09,10.6,5.6
Münchener Rück,2025-11-10,37.7,15.0,47.3,Kurzfristige Tendenz,37.7,20.0,42.3,Mittelfristige Tendenz,35.4,0.22,-1.68,9.6,4.6
Deutsche Telekom,2025-11-10,37.7,15.0,47.3,Kurzfristige Tendenz,27.7,20.0,52.3,Mittelfristige Tendenz,15.5,-0.34,-11.48,9.5,24.5
SAP,2025-11-10,37.8,15.0,47.2,Kurzfristige Tendenz,37.8,20.0,42.2,Mittelfristige Tendenz,35.6,-3.36,-9.13,9.4,4.4
Symrise,2025-11-10,46.9,15.0,38.1,Kurzfristige Tendenz,36.9,20.0,43.1,Mittelfristige Tendenz,33.7,0.95,-10.76,8.7,6.3
Brenntag,2025-11-10,38.4,15.0,46.6,Kurzfristige Tendenz,38.4,20.0,41.6,Mittelfristige Tendenz,36.8,-0.64,-7.62,8.2,3.2
Heidelberg Materials,2025-11-10,46.3,15.0,38.7,Kurzfristige Tendenz,56.3,20.0,23.7,Mittelfristige Tendenz,52.7,-1.89,3.08,7.7,32.7
Siemens Energy,2025-11-10,46.2,15.0,38.8,Kurzfristige Tendenz,56.2,20.0,23.8,Mittelfristige Tendenz,52.5,-2.92,6.86,7.5,32.5
Infineon,2025-11-10,45.1,15.0,39.9,Kurzfristige Tendenz,45.1,20.0,34.9,Mittelfristige Tendenz,50.3,-1.84,-4.77,5.3,10.3
Fresenius,2025-11-10,40.0,15.0,45.0,Kurzfristige Tendenz,40.0,20.0,40.0,Mittelfristige Tendenz,39.9,-1.77,-0.98,5.1,0.1
Allianz,2025-11-10,41.3,15.0,43.7,Kurzfristige Tendenz,41.3,20.0,38.7,Mittelfristige Tendenz,42.6,-0.17,0.14,2.4,2.6
E.ON,2025-11-10,42.9,15.0,42.1,Kurzfristige Tendenz,42.9,20.0,37.1,Mittelfristige Tendenz,45.9,1.13,-1.9,0.9,5.9
Deutsche Post,2025-11-10,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-10,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-10,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
