Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Fresenius Medical Care,2025-11-07,34.2,15.0,50.8,Kurzfristige Tendenz,34.2,20.0,45.8,Mittelfristige Tendenz,28.4,-7.8,-9.64,16.6,11.6
Brenntag,2025-11-07,35.1,15.0,49.9,Kurzfristige Tendenz,35.1,20.0,44.9,Mittelfristige Tendenz,30.1,-2.68,-7.55,14.9,9.9
Münchener Rück,2025-11-07,48.2,15.0,36.8,Kurzfristige Tendenz,38.2,20.0,41.8,Mittelfristige Tendenz,36.4,0.71,-0.7,11.4,3.6
MTU Aero Engines,2025-11-07,37.1,15.0,47.9,Kurzfristige Tendenz,37.1,20.0,42.9,Mittelfristige Tendenz,34.2,-3.62,-0.19,10.8,5.8
SAP,2025-11-07,37.7,15.0,47.3,Kurzfristige Tendenz,37.7,20.0,42.3,Mittelfristige Tendenz,35.4,-4.44,-8.34,9.6,4.6
Merck,2025-11-07,37.8,15.0,47.2,Kurzfristige Tendenz,37.8,20.0,42.2,Mittelfristige Tendenz,35.7,-0.85,-1.9,9.3,4.3
Hannover Rück,2025-11-07,46.9,15.0,38.1,Kurzfristige Tendenz,36.9,20.0,43.1,Mittelfristige Tendenz,33.9,1.05,-1.5,8.9,6.1
Symrise,2025-11-07,46.9,15.0,38.1,Kurzfristige Tendenz,36.9,20.0,43.1,Mittelfristige Tendenz,33.8,1.04,-9.85,8.8,6.2
Zalando,2025-11-07,46.7,15.0,38.3,Kurzfristige Tendenz,36.7,20.0,43.3,Mittelfristige Tendenz,33.4,0.55,-11.41,8.4,6.6
Airbus,2025-11-07,46.5,15.0,38.5,Kurzfristige Tendenz,56.5,20.0,23.5,Mittelfristige Tendenz,53.1,-2.59,2.28,8.1,33.1
Bayer,2025-11-07,38.5,15.0,46.5,Kurzfristige Tendenz,38.5,20.0,41.5,Mittelfristige Tendenz,37.0,0.23,-3.28,8.0,3.0
Heidelberg Materials,2025-11-07,46.2,15.0,38.8,Kurzfristige Tendenz,46.2,20.0,33.8,Mittelfristige Tendenz,52.5,-2.46,2.03,7.5,12.5
Infineon,2025-11-07,45.5,15.0,39.5,Kurzfristige Tendenz,55.5,20.0,24.5,Mittelfristige Tendenz,50.9,-1.99,-0.53,5.9,30.9
Fresenius,2025-11-07,45.2,15.0,39.8,Kurzfristige Tendenz,45.2,20.0,34.8,Mittelfristige Tendenz,50.4,-3.28,0.37,5.4,10.4
Rheinmetall,2025-11-07,40.7,15.0,44.3,Kurzfristige Tendenz,40.7,20.0,39.3,Mittelfristige Tendenz,41.4,-3.02,-2.24,3.6,1.4
Siemens Energy,2025-11-07,44.1,15.0,40.9,Kurzfristige Tendenz,44.1,20.0,35.9,Mittelfristige Tendenz,48.2,-2.75,2.35,3.2,8.2
Allianz,2025-11-07,41.1,15.0,43.9,Kurzfristige Tendenz,41.1,20.0,38.9,Mittelfristige Tendenz,42.1,-1.07,-3.21,2.9,2.1
Adidas,2025-11-07,41.8,15.0,43.2,Kurzfristige Tendenz,31.8,20.0,48.2,Mittelfristige Tendenz,23.7,-1.3,-17.88,1.3,16.3
Siemens,2025-11-07,42.9,15.0,42.1,Kurzfristige Tendenz,42.9,20.0,37.1,Mittelfristige Tendenz,45.7,-2.31,-0.7,0.7,5.7
Deutsche Post,2025-11-07,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-07,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-07,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
