Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
E.ON,2025-11-05,37.5,15.0,47.5,Kurzfristige Tendenz,37.5,20.0,42.5,Mittelfristige Tendenz,34.9,-2.85,-2.76,10.1,5.1
Münchener Rück,2025-11-05,38.4,15.0,46.6,Kurzfristige Tendenz,38.4,20.0,41.6,Mittelfristige Tendenz,36.8,-1.57,-2.5,8.2,3.2
BMW,2025-11-05,38.5,15.0,46.5,Kurzfristige Tendenz,38.5,20.0,41.5,Mittelfristige Tendenz,36.9,-1.3,0.93,8.1,3.1
Rheinmetall,2025-11-05,38.8,15.0,46.2,Kurzfristige Tendenz,38.8,20.0,41.2,Mittelfristige Tendenz,37.5,0.29,-3.63,7.5,2.5
Siemens Energy,2025-11-05,46.2,15.0,38.8,Kurzfristige Tendenz,56.2,20.0,23.8,Mittelfristige Tendenz,52.3,0.05,0.81,7.3,32.3
Porsche,2025-11-05,45.5,15.0,39.5,Kurzfristige Tendenz,55.5,20.0,24.5,Mittelfristige Tendenz,51.0,-0.26,1.77,6.0,31.0
SAP,2025-11-05,40.1,15.0,44.9,Kurzfristige Tendenz,40.1,20.0,39.9,Mittelfristige Tendenz,40.3,-0.69,-3.82,4.7,0.3
BASF,2025-11-05,40.7,15.0,44.3,Kurzfristige Tendenz,40.7,20.0,39.3,Mittelfristige Tendenz,41.5,-1.72,-2.11,3.5,1.5
Infineon,2025-11-05,44.2,15.0,40.8,Kurzfristige Tendenz,54.2,20.0,25.8,Mittelfristige Tendenz,48.5,-1.98,1.46,3.5,28.5
Allianz,2025-11-05,41.0,15.0,44.0,Kurzfristige Tendenz,41.0,20.0,39.0,Mittelfristige Tendenz,42.1,-1.18,-3.32,2.9,2.1
Volkswagen,2025-11-05,43.7,15.0,41.3,Kurzfristige Tendenz,53.7,20.0,26.3,Mittelfristige Tendenz,47.4,0.6,0.93,2.4,27.4
Daimler Truck,2025-11-05,42.2,15.0,42.8,Kurzfristige Tendenz,42.2,20.0,37.8,Mittelfristige Tendenz,44.5,-0.58,-0.52,0.5,4.5
Siemens,2025-11-05,42.7,15.0,42.3,Kurzfristige Tendenz,42.7,20.0,37.3,Mittelfristige Tendenz,45.3,-2.29,-1.19,0.3,5.3
Deutsche Post,2025-11-05,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-05,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-05,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
